restaurant_name,rating,avg_cost,area,primary_cuisine,cluster_name
Chantilly,4.1,450.0,Indiranagar,Cafe,Luxury Premium
Chapati House,3.9,300.0,"Byresandra,Tavarekere,Madiwala",North Indian,Budget-Friendly
Chapter One Bar | Maiin,4.2,1400.0,New Bel Road,Continental,Luxury Premium
Charcoal Eats,4.0,500.0,Hsr,Mughlai,Luxury Premium
C-Harge By Chefkraft,3.4,600.0,Indiranagar,Cafe,Luxury Premium
Charlee'S Chicken,3.2,300.0,Bannerghatta Road,Rolls,Budget-Friendly
Charlie Fast Food & Restaurant,2.8,300.0,Malleshwaram,Chinese,Budget-Friendly
Charminar Kabab Paradise,4.0,500.0,Brigade Road,North Indian,Luxury Premium
Chashni Sweets,3.4,200.0,Brookefield,Mithai,Budget-Friendly
Chaska Box,3.3,1400.0,Sarjapur Road,Bakery,Luxury Premium
Chaska Bun,4.2,300.0,"Byresandra,Tavarekere,Madiwala",Fast Food,Budget-Friendly
Chatar Patar,3.6,300.0,Jayanagar,Fast Food,Budget-Friendly
Chatora,3.5,300.0,Brookefield,North Indian,Budget-Friendly
Chatora Singh,3.9,200.0,Old Airport Road,North Indian,Budget-Friendly
Chatorezz,3.6,250.0,Bellandur,North Indian,Budget-Friendly
Chatori Gali,2.9,600.0,Bannerghatta Road,North Indian,Luxury Premium
Chatori Tongue,3.9,100.0,Sarjapur Road,Street Food,Budget-Friendly
Chatorr,2.9,400.0,Bellandur,Fast Food,Mid-Range
Chatpata,3.2,500.0,Brookefield,Street Food,Luxury Premium
Chatpata Chaat Station,3.5,500.0,Marathahalli,North Indian,Luxury Premium
Chatpata India,3.9,400.0,Brookefield,North Indian,Mid-Range
Chatpatlal Sweets & Snacks,4.1,200.0,Whitefield,Street Food,Budget-Friendly
Chats Point,3.4,150.0,Banashankari,Fast Food,Budget-Friendly
Chattar Mattar,3.5,150.0,Hsr,North Indian,Budget-Friendly
Chatter Platter,3.4,300.0,"Byresandra,Tavarekere,Madiwala",Street Food,Budget-Friendly
Chattorey - The Family Restaurant,3.4,400.0,Brookefield,North Indian,Mid-Range
Chavadi,4.4,1200.0,Bannerghatta Road,Continental,Luxury Premium
Chawla'S 2 Online.Com,3.5,800.0,Bannerghatta Road,North Indian,Luxury Premium
Checkered Bar - Mgm Mark,3.6,1300.0,Brookefield,North Indian,Luxury Premium
Checkpost,4.0,600.0,Jayanagar,South Indian,Luxury Premium
Cheers Life,3.4,300.0,Whitefield,Beverages,Budget-Friendly
Cheers Pub Bar & Restro,2.8,1100.0,Koramangala 4Th Block,Continental,Luxury Premium
Cheesecake Alley,3.1,400.0,Hsr,Bakery,Mid-Range
Cheesiano Pizza,4.0,700.0,Bannerghatta Road,Pizza,Luxury Premium
Cheesy Juicy Burgers,3.8,500.0,Hsr,Burger,Luxury Premium
Chef & Dine,3.2,650.0,Bannerghatta Road,North Indian,Luxury Premium
Chef Baker'S,2.9,600.0,Kalyan Nagar,Bakery,Luxury Premium
Chef Delicacies,2.7,400.0,Brookefield,Kebab,Mid-Range
Chef Fast Food,3.1,300.0,Indiranagar,Fast Food,Budget-Friendly
Chef Genie,2.8,500.0,"Byresandra,Tavarekere,Madiwala",Biryani,Luxury Premium
Chef In,3.6,500.0,Marathahalli,Biryani,Luxury Premium
Chef Inn Regency,3.3,400.0,Old Airport Road,North Indian,Mid-Range
Chef Kitchen,3.7,200.0,New Bel Road,North Indian,Budget-Friendly
Chef Master,3.8,300.0,Basavanagudi,Kerala,Budget-Friendly
Chefactory Gold By Flechazo,3.7,700.0,Brookefield,North Indian,Luxury Premium
Chefeana,4.0,400.0,Bannerghatta Road,North Indian,Mid-Range
Chefie,3.8,200.0,"Byresandra,Tavarekere,Madiwala",Continental,Budget-Friendly
Chefkraft,3.9,800.0,Indiranagar,Continental,Luxury Premium
Chef'S Bank,3.4,700.0,Malleshwaram,North Indian,Luxury Premium
Chef'S Cap Chinese Cuisine Restaurant,3.9,400.0,Indiranagar,Chinese,Mid-Range
Chef'S Gallery,3.5,700.0,Bellandur,Chinese,Luxury Premium
Chellappa'S,3.2,500.0,Marathahalli,Chettinad,Luxury Premium
Chels Cafe,3.5,500.0,Brigade Road,Cafe,Luxury Premium
Cheta'S Kitchen,3.9,350.0,New Bel Road,Kerala,Mid-Range
Chettayees,3.4,400.0,"Byresandra,Tavarekere,Madiwala",Kerala,Mid-Range
Chettinad Food House,3.1,300.0,"Byresandra,Tavarekere,Madiwala",South Indian,Budget-Friendly
Chetty'S Coffee,3.5,150.0,Kalyan Nagar,South Indian,Budget-Friendly
Chetty'S Corner,3.4,150.0,Malleshwaram,Fast Food,Budget-Friendly
Chez Mariannick,4.1,1000.0,Brookefield,French,Luxury Premium
Chez Nous - Novotel,3.9,2500.0,Bellandur,European,Luxury Premium
Chianti,4.4,1500.0,Church Street,Italian,Luxury Premium
Chichaba'S Taj,3.8,600.0,Kalyan Nagar,Biryani,Luxury Premium
Chick Blast,3.3,400.0,Electronic City,Fast Food,Mid-Range
Chick Inn,3.8,300.0,Malleshwaram,Fast Food,Budget-Friendly
Chick Inn 24X7,3.6,450.0,Rajajinagar,Fast Food,Luxury Premium
Chicken Corner,3.2,450.0,Lavelle Road,North Indian,Luxury Premium
Chicken County,3.8,650.0,Lavelle Road,North Indian,Luxury Premium
Chicken County Grand,3.9,650.0,Bannerghatta Road,North Indian,Luxury Premium
Chicken County Restaurant,3.5,400.0,Bannerghatta Road,North Indian,Mid-Range
Chicken Dera,3.0,400.0,Bannerghatta Road,Mughlai,Mid-Range
Chicken Hunt,3.5,350.0,Banashankari,South Indian,Mid-Range
Chicken Magic,3.6,300.0,Koramangala 5Th Block,Chinese,Budget-Friendly
Chicken Man,3.7,400.0,Bellandur,Roast Chicken,Mid-Range
Chicken Shawarma Hub,3.1,250.0,Bellandur,Fast Food,Budget-Friendly
Chickmate,3.4,400.0,Kalyan Nagar,Fast Food,Mid-Range
Chickpet Donne Biriyani Mane,2.7,150.0,Kalyan Nagar,Biryani,Budget-Friendly
Chickpet Donne Biryani House,3.7,600.0,Brookefield,Biryani,Luxury Premium
Chickz N Cheez,3.4,300.0,Malleshwaram,North Indian,Budget-Friendly
Chikeys,3.0,400.0,Electronic City,Burger,Mid-Range
Chikkanna Tiffin Room,4.3,200.0,Malleshwaram,South Indian,Budget-Friendly
Chikpet Donne Biriyani Corner,3.2,400.0,Malleshwaram,Biryani,Mid-Range
Chikpet Donne Biriyani House,3.3,400.0,Brookefield,Biryani,Mid-Range
Chikpet Donne Biryani House,3.6,350.0,Malleshwaram,Biryani,Mid-Range
Chili'S American Grill & Bar,4.6,1400.0,Whitefield,American,Luxury Premium
Chill,3.8,800.0,Brookefield,North Indian,Luxury Premium
Chill Magic,2.8,200.0,Bannerghatta Road,Juices,Budget-Friendly
Chill Out,3.4,150.0,Indiranagar,Beverages,Budget-Friendly
Chill Out Cafe,3.5,350.0,Electronic City,North Indian,Mid-Range
Chillax,3.3,300.0,Hsr,Fast Food,Budget-Friendly
Chilld Monk,3.5,250.0,"Byresandra,Tavarekere,Madiwala",Desserts,Budget-Friendly
Chiller'S Nation - Iris Inn,2.9,1200.0,Marathahalli,North Indian,Luxury Premium
Chilli Chicken,3.0,500.0,Mg Road,Fast Food,Luxury Premium
Chilli Flakes,3.6,500.0,Banashankari,Fast Food,Luxury Premium
Chilli N Chicken,3.2,400.0,Jayanagar,Andhra,Mid-Range
Chilli Park,2.8,300.0,Electronic City,North Indian,Budget-Friendly
Chillies Restaurant,3.7,500.0,Rajajinagar,North Indian,Luxury Premium
Chillikum,3.6,350.0,Indiranagar,North Indian,Mid-Range
Chill-Um Cafe,4.1,600.0,"Byresandra,Tavarekere,Madiwala",Cafe,Luxury Premium
Chilly N Chicken,3.5,250.0,Jayanagar,Andhra,Budget-Friendly
Chillz,3.5,100.0,Bannerghatta Road,Fast Food,Budget-Friendly
Chime - Sheraton Grand Bengaluru Whitefield Hotel &...,4.3,2500.0,Whitefield,Finger Food,Luxury Premium
Chin Chin By The Biere Club,4.2,1500.0,Brookefield,Asian,Luxury Premium
Chin Lung Resto Bar,3.9,1000.0,Brigade Road,North Indian,Luxury Premium
Chin Lung Resto-Bar,4.0,1000.0,New Bel Road,North Indian,Luxury Premium
China Bistro & Lounge,4.4,1600.0,Indiranagar,Asian,Luxury Premium
China Bowl,3.9,1000.0,"Byresandra,Tavarekere,Madiwala",Chinese,Luxury Premium
China Down Town,3.5,800.0,"Byresandra,Tavarekere,Madiwala",Chinese,Luxury Premium
China Garden,3.6,300.0,Electronic City,Chinese,Budget-Friendly
China Hut,3.8,500.0,Church Street,Chinese,Luxury Premium
China On My Plate,2.8,800.0,Bellandur,Chinese,Luxury Premium
China Pearl,4.1,1100.0,Kalyan Nagar,Chinese,Luxury Premium
China South,3.4,600.0,Lavelle Road,Chinese,Luxury Premium
China Tang,3.7,600.0,Bannerghatta Road,Chinese,Luxury Premium
China Town 07,2.8,300.0,Bannerghatta Road,Chinese,Budget-Friendly
Chination,3.5,600.0,"Byresandra,Tavarekere,Madiwala",Chinese,Luxury Premium
Chinese Chaska,3.1,550.0,Brookefield,Chinese,Luxury Premium
Chinese Corner,2.8,200.0,Basavanagudi,Chinese,Budget-Friendly
Chinese Corner And Bengali Mess,3.5,300.0,New Bel Road,Chinese,Budget-Friendly
Chinese Fire Dragon,3.4,550.0,Old Airport Road,Chinese,Luxury Premium
Chinese Food Point,2.8,300.0,Whitefield,Chinese,Budget-Friendly
Chinese House,2.8,300.0,Basavanagudi,Chinese,Budget-Friendly
Chinese Kitchen,3.8,150.0,Banashankari,Chinese,Budget-Friendly
Chinese Square,3.9,200.0,Banashankari,Chinese,Budget-Friendly
Chinese Street,3.1,650.0,Whitefield,Chinese,Luxury Premium
Chinita Real Mexican Food,4.4,1200.0,Indiranagar,Mexican,Luxury Premium
Chinmayee'S,3.1,700.0,Electronic City,North Indian,Luxury Premium
Chinnu'S Mane Biryani,3.5,300.0,Kalyan Nagar,Biryani,Budget-Friendly
Chintu Chit Chat Centre,3.5,100.0,Kammanahalli,Street Food,Budget-Friendly
Chit Chat Cafe,2.8,150.0,Old Airport Road,Beverages,Budget-Friendly
Chitu'S Kitchen,3.5,450.0,Indiranagar,North Indian,Luxury Premium
Chivi'S Meilleurs Boulangers,3.4,300.0,Electronic City,South Indian,Budget-Friendly
Choco Allure,3.4,300.0,Indiranagar,Desserts,Budget-Friendly
Choco Cheese,2.8,300.0,Koramangala 5Th Block,Desserts,Budget-Friendly
Choco Nut Cafe,3.2,150.0,Electronic City,Desserts,Budget-Friendly
Chocoberry,3.5,400.0,Banashankari,Ice Cream,Mid-Range
Chocolat Boulangerie Patisserie,4.1,400.0,Koramangala 4Th Block,Bakery,Mid-Range
Chocolate D'Luxe,4.1,550.0,Brigade Road,Desserts,Luxury Premium
Chocolate Junction,3.8,200.0,Brigade Road,Desserts,Budget-Friendly
Choconut Cafe,3.4,250.0,Electronic City,Fast Food,Budget-Friendly
Chocs Cafe,3.6,400.0,Frazer Town,Fast Food,Mid-Range
Choi Choi Momos,3.8,300.0,Brigade Road,Chinese,Budget-Friendly
Choice Of Food,2.8,250.0,Whitefield,North Indian,Budget-Friendly
Chokha Chowka,3.8,400.0,Jayanagar,North Indian,Mid-Range
Chokha Zaika,2.8,300.0,Electronic City,North Indian,Budget-Friendly
Choo Zi,2.8,300.0,"Byresandra,Tavarekere,Madiwala",Chinese,Budget-Friendly
Chopserve,3.5,300.0,Hsr,Chinese,Budget-Friendly
Chopstick Kitchen,3.4,600.0,Marathahalli,Chinese,Luxury Premium
Chopstick World,4.0,750.0,Rajajinagar,Chinese,Luxury Premium
Chord Road Resto-Bar,3.2,1000.0,Rajajinagar,North Indian,Luxury Premium
Chorum Curryum,2.8,250.0,"Byresandra,Tavarekere,Madiwala",Chinese,Budget-Friendly
Chote Miya,3.6,500.0,Frazer Town,Mughlai,Luxury Premium
Chow San,3.0,500.0,Bannerghatta Road,Chinese,Luxury Premium
Chowk Tea Stall,3.4,100.0,"Byresandra,Tavarekere,Madiwala",Street Food,Budget-Friendly
Chowmein,3.8,800.0,Malleshwaram,Chinese,Luxury Premium
Chowpatty,3.6,300.0,"Byresandra,Tavarekere,Madiwala",North Indian,Budget-Friendly
Chriz Cafe,3.5,400.0,Bellandur,South Indian,Mid-Range
Chubalas Curry And Rice,4.0,550.0,Frazer Town,Naga,Luxury Premium
Chugg,3.9,1500.0,Church Street,Finger Food,Luxury Premium
Chulha Chauki Da Dhaba,4.1,1000.0,Brookefield,North Indian,Luxury Premium
Chullah Bhatti,4.0,900.0,Bellandur,North Indian,Luxury Premium
Chullah Chandigarh,4.2,800.0,Bellandur,North Indian,Luxury Premium
Chumma Delicious,3.7,200.0,Banashankari,South Indian,Budget-Friendly
Chung Shan Chinese Restaurant,3.7,500.0,Church Street,Chinese,Luxury Premium
Chung Wah,2.5,800.0,Whitefield,Chinese,Luxury Premium
Chung Wah Express,2.8,600.0,Brigade Road,Chinese,Luxury Premium
Chung Wah Opus,3.0,650.0,Bannerghatta Road,Chinese,Luxury Premium
Chung'S Chinese Corner,2.7,700.0,Church Street,Chinese,Luxury Premium
Chungs Pavilion,3.9,650.0,Indiranagar,Chinese,Luxury Premium
Church Street Social,4.3,1500.0,Brigade Road,American,Luxury Premium
Churchill'S,4.1,1100.0,Bannerghatta Road,North Indian,Luxury Premium
Churn,4.2,250.0,Malleshwaram,Desserts,Budget-Friendly
Churrascaria Brazil,4.1,1400.0,Kalyan Nagar,European,Luxury Premium
Chutney Chang,4.1,1500.0,Banashankari,North Indian,Luxury Premium
Ciclo Cafe,4.3,1000.0,Indiranagar,Cafe,Luxury Premium
Ciclo Life,2.8,400.0,Old Airport Road,Salad,Mid-Range
Cilantro,4.0,1500.0,"Byresandra,Tavarekere,Madiwala",European,Luxury Premium
Cinnabon,4.0,400.0,Whitefield,Beverages,Mid-Range
Cinnamon,3.7,1000.0,Lavelle Road,North Indian,Luxury Premium
Cinnamon - Grills And Gourmet,3.6,400.0,New Bel Road,Chinese,Mid-Range
"Cinnamon - Renaissance Hotel, Bengaluru",4.3,500.0,Malleshwaram,Desserts,Luxury Premium
Cinnamon'S Kitchen,3.7,300.0,Indiranagar,North Indian,Budget-Friendly
Cirkus,4.3,1400.0,Hsr,North Indian,Luxury Premium
Cita Pani,3.8,350.0,Old Airport Road,Biryani,Mid-Range
Citrus - The Leela Palace,4.2,3500.0,Indiranagar,North Indian,Luxury Premium
Citrus Cafe - Lemon Tree Hotel,3.8,1900.0,Brookefield,North Indian,Luxury Premium
Citrus Cafe - Lemon Tree Premier,3.9,2200.0,Brigade Road,North Indian,Luxury Premium
City Cafe,3.3,200.0,Jayanagar,Beverages,Budget-Friendly
City Durbar,3.7,450.0,Basavanagudi,North Indian,Luxury Premium
Ck'S Bakery,2.8,200.0,Indiranagar,Bakery,Budget-Friendly
Classic Biryani Hut,3.4,300.0,"Byresandra,Tavarekere,Madiwala",Biryani,Budget-Friendly
Classic Lassi Shop,3.4,150.0,Lavelle Road,Beverages,Budget-Friendly
Classic Shop,3.3,150.0,Brigade Road,Juices,Budget-Friendly
Clean Bowled,3.3,300.0,Koramangala 6Th Block,Healthy Food,Budget-Friendly
Clean Eats,2.8,300.0,Electronic City,Healthy Food,Budget-Friendly
Clean Slate Cafe,4.1,600.0,Malleshwaram,Cafe,Luxury Premium
Cloud Foods,2.8,600.0,Brigade Road,Bbq,Luxury Premium
Cloudnyn - Sterling Mac Hotel,4.0,1000.0,Old Airport Road,Finger Food,Luxury Premium
Clove Rooftop,3.8,1000.0,Jayanagar,Konkan,Luxury Premium
Cluxi,3.6,300.0,Kalyan Nagar,Fast Food,Budget-Friendly
Coal Grill & Cafe,3.3,300.0,"Byresandra,Tavarekere,Madiwala",Arabian,Budget-Friendly
Coast,3.2,750.0,Old Airport Road,Seafood,Luxury Premium
Coastal Biryani Paradise,3.9,500.0,Malleshwaram,North Indian,Luxury Premium
Coastal Creek,3.3,600.0,Church Street,North Indian,Luxury Premium
Coastal Curry,3.5,350.0,Rajajinagar,North Indian,Mid-Range
Coastal Delight,4.1,650.0,Brigade Road,Seafood,Luxury Premium
Coastal Express,3.4,300.0,Malleshwaram,South Indian,Budget-Friendly
Coastal Fish Land,2.8,500.0,Bellandur,Mangalorean,Luxury Premium
Coastal Hub,4.0,700.0,Brookefield,Kerala,Luxury Premium
Coastal Inn,3.4,800.0,Bannerghatta Road,Chinese,Luxury Premium
Coastal Mama,4.1,700.0,Bannerghatta Road,Konkan,Luxury Premium
Coastal Paradise Family Restaurant,2.8,450.0,Koramangala 7Th Block,North Indian,Luxury Premium
Coastal Spice,3.7,900.0,Malleshwaram,Seafood,Luxury Premium
Cobaja,4.2,700.0,Residency Road,Seafood,Luxury Premium
Cochin Connection,3.6,500.0,"Byresandra,Tavarekere,Madiwala",Kerala,Luxury Premium
Coco Barista,2.8,400.0,"Byresandra,Tavarekere,Madiwala",Cafe,Mid-Range
Coco Grove Beer Cafe,3.8,800.0,Brigade Road,Continental,Luxury Premium
Cocoa Bakes,3.6,350.0,Banashankari,Bakery,Mid-Range
Cocoa 'N' Crƒƒ‚Ƒƒ‚‚Ƒƒƒ‚‚Ƒ‚‚¨Me,3.5,250.0,Bannerghatta Road,Bakery,Budget-Friendly
Cocofresh,3.3,300.0,Brookefield,Beverages,Budget-Friendly
Coconadu,3.6,400.0,Koramangala 4Th Block,Kerala,Mid-Range
Coconut Grove,3.3,1100.0,Jayanagar,South Indian,Luxury Premium
Coffee Bike,3.7,250.0,Bellandur,Fast Food,Budget-Friendly
Coffee Bytes,3.1,100.0,Banashankari,Fast Food,Budget-Friendly
Coffee House,3.3,150.0,Lavelle Road,South Indian,Budget-Friendly
Coffee Mechanics,4.3,700.0,Kalyan Nagar,Cafe,Luxury Premium
Coffee Mug Cafe,3.7,400.0,Marathahalli,Cafe,Mid-Range
Coffee Tea & More,4.0,150.0,"Byresandra,Tavarekere,Madiwala",Beverages,Budget-Friendly
Coffee Thindi,3.5,150.0,Kalyan Nagar,South Indian,Budget-Friendly
Coffee Time,3.5,150.0,Koramangala 6Th Block,Sandwich,Budget-Friendly
Coffee Tindi,3.8,200.0,Banashankari,Cafe,Budget-Friendly
Coffee@Arens,3.8,550.0,Kalyan Nagar,Cafe,Luxury Premium
Cold Fusion,2.8,300.0,Brookefield,Ice Cream,Budget-Friendly
Cold Smith Ice Creams,3.9,450.0,Bellandur,Ice Cream,Luxury Premium
Cold Station,3.8,250.0,Malleshwaram,Fast Food,Budget-Friendly
Cold Stone Creamery,3.9,400.0,Bannerghatta Road,Ice Cream,Mid-Range
Combo Biriyani,2.9,400.0,Brookefield,Biryani,Mid-Range
Combo Box,3.0,500.0,"Byresandra,Tavarekere,Madiwala",North Indian,Luxury Premium
Combo King Paramount,3.1,500.0,"Byresandra,Tavarekere,Madiwala",Chinese,Luxury Premium
Combo Studio,3.1,500.0,Bannerghatta Road,North Indian,Luxury Premium
Communiti,4.6,1500.0,Lavelle Road,Continental,Luxury Premium
Connie'S Restaurant & Steakhouse,4.2,400.0,Church Street,Continental,Mid-Range
Container Coffee,3.3,200.0,Lavelle Road,South Indian,Budget-Friendly
Cookie Man,3.2,150.0,Brookefield,Bakery,Budget-Friendly
Cooking Mom,2.9,800.0,Bellandur,North Indian,Luxury Premium
Cool Break,3.4,150.0,Electronic City,Desserts,Budget-Friendly
Cool Corner,4.2,250.0,Banashankari,Street Food,Budget-Friendly
Cool Corner Arun Ice Cream,3.5,200.0,Church Street,Desserts,Budget-Friendly
Cool Joint,4.2,250.0,Basavanagudi,Beverages,Budget-Friendly
Cool Lassi Burger,3.1,200.0,"Byresandra,Tavarekere,Madiwala",Beverages,Budget-Friendly
Cool Point,3.2,100.0,"Byresandra,Tavarekere,Madiwala",Juices,Budget-Friendly
Coorg Diaries,3.5,400.0,Marathahalli,South Indian,Mid-Range
Coorg Lunch Home,3.6,300.0,Kalyan Nagar,South Indian,Budget-Friendly
Copacabana Pub,2.8,1500.0,Brigade Road,Mexican,Luxury Premium
Copper Chimney,4.1,1200.0,Whitefield,North Indian,Luxury Premium
Corner House Ice Cream,4.1,400.0,Frazer Town,Ice Cream,Mid-Range
Corner Huts,3.8,300.0,Bellandur,North Indian,Budget-Friendly
Corner Stone,3.6,300.0,Banashankari,Beverages,Budget-Friendly
Corprate Biriyani Adda,3.0,500.0,Brookefield,North Indian,Luxury Premium
Costa Biryanis,3.3,300.0,Bellandur,Andhra,Budget-Friendly
Costa Coffee,3.0,500.0,Sarjapur Road,Cafe,Luxury Premium
Costal Kadai,2.8,300.0,Jayanagar,South Indian,Budget-Friendly
Cottage Loaf,4.0,250.0,Kalyan Nagar,Bakery,Budget-Friendly
Countryside - The Taste Of Chettinad,3.9,900.0,Kalyan Nagar,Seafood,Luxury Premium
Covai Cafe,3.6,200.0,Brookefield,South Indian,Budget-Friendly
Crack That,3.3,500.0,Bellandur,Continental,Luxury Premium
Crafted Plate,4.2,600.0,Bannerghatta Road,Cafe,Luxury Premium
Cranganore House,3.4,400.0,Sarjapur Road,Seafood,Mid-Range
Crave Bit Cafe,2.8,600.0,Bannerghatta Road,Cafe,Luxury Premium
Crave Bite,3.6,400.0,"Byresandra,Tavarekere,Madiwala",Chinese,Mid-Range
Cravebelly Veg & Non Veg,2.8,150.0,Indiranagar,Fast Food,Budget-Friendly
Cravings,3.7,400.0,Bannerghatta Road,North Indian,Mid-Range
Cravingz,3.7,400.0,Whitefield,Fast Food,Mid-Range
Cravisthan,2.8,500.0,Brigade Road,South Indian,Luxury Premium
Cravy Wings,4.2,400.0,Bannerghatta Road,American,Mid-Range
Crawl Street,4.2,1200.0,Koramangala 7Th Block,Continental,Luxury Premium
Crazy Crush - Juices & Desserts Cafe,3.4,300.0,Brookefield,Beverages,Budget-Friendly
Crazy Pizza,3.4,400.0,Rajajinagar,Pizza,Mid-Range
Cream & Fudge,3.1,250.0,Kalyan Nagar,Ice Cream,Budget-Friendly
Cream And Bakes,3.3,100.0,Rajajinagar,Desserts,Budget-Friendly
Cream And Fudge,3.1,250.0,Brookefield,Ice Cream,Budget-Friendly
Cream Chemistry,3.9,500.0,Hsr,Ice Cream,Luxury Premium
Cream Factory,3.4,400.0,Malleshwaram,Desserts,Mid-Range
Cream House,3.0,300.0,Malleshwaram,Desserts,Budget-Friendly
Cream N Desserts,3.7,400.0,"Byresandra,Tavarekere,Madiwala",Desserts,Mid-Range
Cream Stone,4.0,500.0,Brigade Road,Desserts,Luxury Premium
Creamvilla,3.9,600.0,Sarjapur Road,Cafe,Luxury Premium
Creamy Zone,3.2,100.0,Brookefield,Ice Cream,Budget-Friendly
Creamyum,4.0,300.0,Kalyan Nagar,Bakery,Budget-Friendly
Create Cafe,3.4,300.0,Malleshwaram,Italian,Budget-Friendly
Creme & Cheese,3.8,850.0,Koramangala 4Th Block,Desserts,Luxury Premium
Creme Bliss,3.9,350.0,Kalyan Nagar,Bakery,Mid-Range
Crepe Nation,3.8,300.0,Bannerghatta Road,Fast Food,Budget-Friendly
Crescent Avenue - Hotel Bangalore International,3.6,1400.0,Brigade Road,North Indian,Luxury Premium
Crisp Cafe,4.0,1100.0,Indiranagar,Salad,Luxury Premium
Crispy Crust Pizza,3.1,450.0,Indiranagar,Pizza,Luxury Premium
Crispy Fried Chicken,3.3,150.0,Indiranagar,Burger,Budget-Friendly
Croons,3.8,350.0,Brigade Road,Desserts,Mid-Range
Cross Road Cafe,3.9,300.0,Banashankari,Cafe,Budget-Friendly
Cross Roads Cafe,3.0,500.0,Old Airport Road,Cafe,Luxury Premium
Cross Roads Inn,2.8,800.0,Marathahalli,North Indian,Luxury Premium
Crown Gold,3.9,400.0,Koramangala 4Th Block,South Indian,Mid-Range
Crown Resto,2.8,450.0,Koramangala 4Th Block,Fast Food,Luxury Premium
Crumb Together,4.1,1200.0,Bannerghatta Road,Continental,Luxury Premium
Crumbz Crunches,3.1,450.0,Electronic City,North Indian,Luxury Premium
Crunch And Munch,3.7,300.0,Banashankari,Chinese,Budget-Friendly
Crunch Pizzas,2.6,600.0,"Byresandra,Tavarekere,Madiwala",Italian,Luxury Premium
Crunch Pizzas - Express Delivery,3.0,500.0,Indiranagar,Pizza,Luxury Premium
Crunchees Cafeteria,3.4,400.0,Kalyan Nagar,Fast Food,Mid-Range
Crunchie Corner,4.0,450.0,Brookefield,Fast Food,Luxury Premium
Crunchy Nights,3.6,350.0,"Byresandra,Tavarekere,Madiwala",North Indian,Mid-Range
Ctr,4.7,150.0,Malleshwaram,South Indian,Budget-Friendly
Cubbon Pavilion - Itc Gardenia,4.3,2500.0,Brigade Road,European,Luxury Premium
Cubbonpete Donne Biryani,3.9,300.0,New Bel Road,South Indian,Budget-Friendly
Cucumber Town,4.2,600.0,Bannerghatta Road,Kerala,Luxury Premium
Cultch Resto Cafe,3.7,600.0,Brookefield,Cafe,Luxury Premium
Cup Chronicles Cafe,3.9,450.0,Indiranagar,Cafe,Luxury Premium
Cup Shup,2.8,500.0,Old Airport Road,Cafe,Luxury Premium
Cupcake Bliss,3.2,250.0,Brookefield,Bakery,Budget-Friendly
Cupcake Couture,3.8,300.0,Whitefield,Desserts,Budget-Friendly
Cupcake Noggins,3.9,300.0,Bellandur,Desserts,Budget-Friendly
Cupp,2.8,550.0,"Byresandra,Tavarekere,Madiwala",Cafe,Luxury Premium
Cuppa,3.0,700.0,Electronic City,Cafe,Luxury Premium
Cuppa Joy,2.8,500.0,Kalyan Nagar,Cafe,Luxury Premium
Curries & Chillies,3.0,300.0,Kammanahalli,Biryani,Budget-Friendly
Curries & Pickles,3.4,400.0,Electronic City,Andhra,Mid-Range
Curries And Pickles,2.8,400.0,Whitefield,Andhra,Mid-Range
Curries 'N' Phulkas,3.4,250.0,Electronic City,North Indian,Budget-Friendly
Curries'N' Fries,3.7,400.0,Hsr,Andhra,Mid-Range
Curry Chutney,3.0,400.0,Marathahalli,North Indian,Mid-Range
Curry Flavours,2.8,200.0,Bellandur,Tamil,Budget-Friendly
Curry Leaves,3.8,600.0,"Byresandra,Tavarekere,Madiwala",Andhra,Luxury Premium
Curry Point,3.2,300.0,Whitefield,North Indian,Budget-Friendly
Curry Pot,3.4,650.0,Lavelle Road,North Indian,Luxury Premium
Curry With A 'K' - St. Mark'S Hotel,3.9,1400.0,Brigade Road,North Indian,Luxury Premium
Currylicious,3.1,800.0,Malleshwaram,South Indian,Luxury Premium
Cuteporkie,3.3,400.0,Kalyan Nagar,Continental,Mid-Range
Cutlet Shop,3.2,200.0,Hsr,Fast Food,Budget-Friendly
D Fusion,3.5,400.0,"Byresandra,Tavarekere,Madiwala",Fast Food,Mid-Range
D View Cafe,4.0,1000.0,Bannerghatta Road,Cafe,Luxury Premium
D2V Cafe,3.6,700.0,Bannerghatta Road,Cafe,Luxury Premium
D'7 Feast Resto Cafe,4.1,600.0,New Bel Road,Burger,Luxury Premium
Daafoodies,3.2,400.0,Electronic City,Kerala,Mid-Range
Daal Roti,2.9,250.0,Banashankari,North Indian,Budget-Friendly
Daawat Restaurant Bar & Pub,3.5,700.0,"Byresandra,Tavarekere,Madiwala",Finger Food,Luxury Premium
Daba Delights,3.3,400.0,"Byresandra,Tavarekere,Madiwala",North Indian,Mid-Range
Dabba Gosht,2.8,400.0,Electronic City,Arabian,Mid-Range
Dabba Karkhana,3.5,300.0,"Byresandra,Tavarekere,Madiwala",North Indian,Budget-Friendly
Dadaba'S,3.3,300.0,"Byresandra,Tavarekere,Madiwala",Fast Food,Budget-Friendly
Dadi'S Dum Biryani,4.0,800.0,Bannerghatta Road,Biryani,Luxury Premium
Dad'S Coffee Club,3.5,200.0,Residency Road,North Indian,Budget-Friendly
Dad'S Cookhouse,4.0,300.0,Bellandur,North Indian,Budget-Friendly
